arabic_word,meaning_korean,meaning_primary,example_sentence,sentence_meaning,chapter,root,verb_form,pattern,level,source
اثْنَا عَشَرَ,12권,12권,عَلَى الطَّاوِلَةِ هُنَاكَ اثْنَا عَشَرَ كِتَابًا.,탁자 위에 (12권)의 책이 있다.,,,0,,1,sample_words
اجْتَمَعَ,모였다,모였다,اجْتَمَعَ الْمُدِيرُ بِالْمُوَظَّفِينَ.,이사는 직원들과 (모였다/회의했다).,,,0,,1,sample_words
احْتِرَامًا,존경,존경,قَامَ الطُّلَّابُ احْتِرَامًا لِلْأُسْتَاذِ.,학생들은 교수님에 대한 (존경)으로 일어났다.,,,0,,1,sample_words
احْتِيَاجَاتِ,요구,요구,تُلَبِّي احْتِيَاجَاتِ التَّغَيُّرِ الْاجْتِمَاعِيِّ.,그것은 사회적 변화의 (요구/필요)를 충족시킨다.,,,0,,1,sample_words
اخْتَارَ,선출했다,선출했다,اخْتَارَ رَئِيسُ الْجَامِعَةِ الْأُسْتَاذَ وَجَعَلَهُ رَئِيسَ الْقِسْمِ.,대학 총장은 그 교수를 선택하여 학과장으로 (선출했다/임명했다).,,,0,,1,sample_words
اخْتَرْتُ,골랐다,골랐다,اخْتَرْتُ الْكَبَابَ مِنْ قَائِمَةِ الطَّعَامِ.,나는 메뉴에서 케밥을 (골랐다/선택했다).,,,0,,1,sample_words
اخْتَلَفَ,달라졌다,달라졌다,وَلٰكِنَّ الْيَوْمَ اخْتَلَفَ الْأَمْرُ.,그러나 오늘날은 상황이 (달라졌다).,,,0,,1,sample_words
اخْتِبَارُ,시험,시험,سَيَبْدَأُ اخْتِبَارُ الْكُورِيَّةِ بَعْدَ أَرْبَعَةِ أَيَّامٍ.,한국어 (시험)이 4일 뒤에 시작될 것이다.,,,0,,1,sample_words
اخْتِلَافَاتٌ,차이점,차이점,هُنَاكَ اخْتِلَافَاتٌ كَثِيرَةٌ بَيْنَ التَّعْلِيمِ فِي الْمَاضِي وَالتَّعْلِيمِ فِي الْحَاضِرِ.,과거 교육과 현재 교육 사이에는 많은 (차이점)들이 있다.,,,0,,1,sample_words
ارْتِفَاعُ,높이,높이,يَصِلُ ارْتِفَاعُ بُرْجِ خَلِيفَةَ إِلَى 828 مِتْرًا.,부르즈 칼리파의 (높이)는 828미터에 이른다.,,,0,,1,sample_words
ازْدَحَمَ,붐볐다,붐볐다,ازْدَحَمَ الشَّارِعُ بِالسَّيَّارَاتِ.,거리는 차들로 (붐볐다). (t -> d 동화),,,0,,1,sample_words
ازْدَهَرَ,번영했다,번영했다,ازْدَهَرَ اقْتِصَادُ الْبِلَادِ.,국가 경제가 (번영했다). (t -> d 동화),,,0,,1,sample_words
اسْتَأْجَرَ,임대했다,임대했다,اسْتَأْجَرَ أَحْمَدُ شَقَّةً جَدِيدَةً فِيهَا غُرْفَتَانِ.,아흐마드는 방이 두 개 있는 새 아파트를 (임대했다).,,,0,,1,sample_words
اسْتَحَقَّ,자격이있다,자격이있다,اسْتَحَقَّ الطَّالِبُ الْجَائِزَةَ.,그는 빚을 질 (자격이 있다/갚아야 한다). (문맥에 따라 다름),,,0,,1,sample_words
اسْتَعَادَ,되찾았다,되찾았다,اسْتَعَادَ صِحَّتَهُ.,그는 건강을 (되찾았다/회복했다).,,,0,,1,sample_words
اسْتَعَرْتُ,빌렸다,빌렸다,اسْتَعَرْتُ خَمْسَةَ كُتُبٍ فِي الْمَكْتَبَةِ.,나는 도서관에서 책 다섯 권을 (빌렸다).,,,0,,1,sample_words
اسْتَغْرَبْتُ,이상하게여겼다,이상하게여겼다,اسْتَغْرَبْتُ تَصَرُّفَاتَهُ.,나는 그의 행동을 (이상하게 여겼다).,,,0,,1,sample_words
اسْتَفَدْتُ,유익했다,유익했다,اسْتَفَدْتُ كَثِيرًا مِنَ الْمَعْلُومَاتِ مِنْ قِرَاءَةِ هٰذَا الْكِتَابِ.,나는 이 책을 읽음으로써 정보로부터 많이 (유익했다/혜택을 얻었다).,,,0,,1,sample_words
اسْتَفْسَرَ,문의했다,문의했다,اسْتَفْسَرَ الطَّبِيبُ عَنْ حَالَةِ الْمَرِيضِ.,의사는 환자의 상태에 대해 (문의했다/물어보았다).,,,0,,1,sample_words
اسْتَقَرَّتِ,안정되었다,안정되었다,اسْتَقَرَّتِ السُّوقُ الْمَالِيَّةُ بَعْدَ انْتِهَاءِ الْحَرْبِ.,전쟁이 끝난 후 금융 시장이 (안정되었다).,,,0,,1,sample_words
اسْتَقْبَلَتْ,맞이했다,맞이했다,اسْتَقْبَلَتْ أُسْرَةُ الْعَرِيسِ الضُّيُوفَ الَّذِينَ حَضَرُوا حَفْلَ الزَّفَافِ.,신랑의 가족은 결혼식에 참석한 손님들을 (맞이했다/영접했다).,,,0,,1,sample_words
اسْتَمَرَّتِ,계속되었다,계속되었다,اسْتَمَرَّتِ الْحَرْبُ الْكُورِيَّةُ فِي الْفَتْرَةِ مِنْ عَامِ 1950 إِلَى عَامِ 1953.,한국 전쟁은 1950년부터 1953년까지의 기간 동안 (계속되었다).,,,0,,1,sample_words
اسْتَمَعَ,들었다,들었다,اسْتَمَعَ الطَّالِبُ لِمُحَاضَرَةِ الْأُسْتَاذِ.,학생은 교수님의 강의를 (들었다/경청했다).,,,0,,1,sample_words
اسْتَمَعْتَ,들었니,들었니,هَلِ اسْتَمَعْتَ إِلَى الْأُغْنِيَةِ الْجَدِيدَةِ؟,너는 그 새 노래를 (들었니)?,,,0,,1,sample_words
اسْتَيْقَظْتُ,일어났다,일어났다,اسْتَيْقَظْتُ فِي الصَّبَاحِ وَشَعَرْتُ بِتَحَسُّنٍ.,나는 아침에 (일어났다) 그리고 호전을 느꼈다.,,,0,,1,sample_words
اسْمُ,이름,이름,اسْمُ الطَّالِبِ مُحَمَّدٌ.,그 학생의 (이름)은 무함마드이다.,,,0,,1,sample_words
اشْتَرَتْ,샀다,샀다,اشْتَرَتْ مَرْيَمُ تَنُّورَةً مِنْ مَحَلِّ الْمَلَابِسِ.,마르얌은 옷가게에서 치마를 (샀다).,,,0,,1,sample_words
اشْتَرَوْا,샀다,샀다,اشْتَرَوْا سَيَّارَاتٍ صَنَعَتْهَا كُورِيَا.,그들은 한국이 생산한 자동차들을 (샀다).,,,0,,1,sample_words
اشْتَرَيْتُهُ,샀던,샀던,قَرَأْتُ الْكِتَابَ الَّذِي اشْتَرَيْتُهُ.,나는 내가 그것을 (샀던) 그 책을 읽었다.,,,0,,1,sample_words
اصْطَدَمَتِ,충돌했다,충돌했다,اصْطَدَمَتِ السَّيَّارَتَانِ فِي الطَّرِيقِ السَّرِيعِ.,두 자동차가 고속도로에서 (충돌했다). (t -> ṭ 동화),,,0,,1,sample_words
اضْطَرَبَتِ,불안정했다,불안정했다,اضْطَرَبَتِ الْأَسْوَاقُ الْمَالِيَّةُ.,금융 시장이 (불안정했다/동요했다). (t -> ṭ 동화),,,0,,1,sample_words
اعْتَقَدَ,믿었다,믿었다,اعْتَقَدَ الْعُلَمَاءُ أَنَّ تَارِيخَ الْإِنْسَانِ يَتَقَدَّمُ.,학자들은 인류의 역사가 진보한다고 (믿었다).,,,0,,1,sample_words
اعْتَمَدَتْ,의존했다,의존했다,اعْتَمَدَتْ قَطَرُ عَلَى مَوَارِدِ الْغَازِ مِنْ أَجْلِ تَقَدُّمِ الْبِلَادِ.,카타르는 국가 발전을 위해 가스 자원에 (의존했다).,,,0,,1,sample_words
افْتِتَاحُ,개막,개막,تَمَّ افْتِتَاحُ مِهْرَجَانِ بُوسَان السِّينِمَائِيِّ الدَّوْلِيِّ أَمْسِ.,어제 부산 국제 영화제 (개막)이 있었다.,,,0,,1,sample_words
اقْضِ,보내라,보내라,اقْضِ وَقْتًا مُمْتِعًا.,즐거운 시간을 (보내라).,,,0,,1,sample_words
اكْتَسَبَتِ,얻었다,얻었다,اكْتَسَبَتِ اللُّغَةُ الْعَرَبِيَّةُ مَكَانَةً خَاصَّةً.,아랍어는 특별한 위상을 (얻었다/획득했다).,,,0,,1,sample_words
الأَثَرِيَّةِ,유적,유적,وَغَيْرَهَا مِنَ الْأَمَاكِنِ الْأَثَرِيَّةِ الشَّهِيرَةِ.,그리고 그 외 유명한 (유적)지들을 방문할 것이다.,,,0,,1,sample_words
التَّاجِرُ,상인,상인,بَاعَ التَّاجِرُ الْفَوَاكِهَ فِي السُّوقِ.,(상인)은 시장에서 과일을 팔았다.,,,0,,1,sample_words
التَّارِيخَ,역사,역사,دَرَسَ التَّارِيخَ فِي جَامِعَةِ الْقَاهِرَةِ.,그는 카이로 대학교에서 (역사)를 공부했다.,,,0,,1,sample_words
التَّعَبِ,피로,피로,كَانُوا يُوَاجِهُونَ سَفَرَهُمْ كَثِيرًا مِنَ التَّعَبِ.,그들은 여행에서 많은 (피로/고생)에 직면하곤 했다.,,,0,,1,sample_words
التَّقْلِيدِيَّةَ,전통적인,전통적인,أَكَلُوا الْأَطْبَاقَ الْكُورِيَّةَ التَّقْلِيدِيَّةَ.,그들은 (전통적인) 한국 요리들을 먹었다.,,,0,,1,sample_words
التَّوْفِيقِ,조화,조화,سَعَى جَاهِدًا إِلَى التَّوْفِيقِ بَيْنَهُمَا.,그는 그 둘 사이의 (조화/화해)를 위해 열심히 노력했다.,,,0,,1,sample_words
الثَّالِثَةِ,3등,3등,حَصَلْتُ عَلَى الْمَرْتَبَةِ الثَّالِثَةِ.,나는 (3등)을 했다.,,,0,,1,sample_words
الثَّامِنَةَ,8시,8시,أَخْرُجُ السَّاعَةَ الثَّامِنَةَ وَالنِّصْفَ.,나는 (8시) 반에 나간다.,,,0,,1,sample_words
الثَّانَوِيَّةُ,고등,고등,الْمَرْحَلَةُ الِابْتِدَائِيَّةُ، وَالْمُتَوَسِّطَةُ، وَالثَّانَوِيَّةُ، وَالْجَامِعِيَّةُ.,"초등 단계, 중등, (고등), 그리고 대학 단계.",,,0,,1,sample_words
الثَّانِي وَالْعِشْرُونَ,22일,22일,الْيَوْمُ هُوَ الْيَوْمُ الثَّانِي وَالْعِشْرُونَ مِنْ شَهْرِ أَبْرِيل.,오늘은 4월 (22일)이다.,,,0,,1,sample_words
الثَّانِيَةَ عَشْرَةَ,12시,12시,السَّاعَةُ الثَّانِيَةَ عَشْرَةَ إِلَّا رُبْعًا.,(12시) 15분 전입니다.,,,0,,1,sample_words
الثَّانِيَةِ,2학년,2학년,أَنَا طَالِبَةٌ فِي السَّنَةِ الثَّانِيَةِ مِنَ الْمَدْرَسَةِ الثَّانَوِيَّةِ.,나는 고등학교 (2학년) 학생이다.,,,0,,1,sample_words
الثَّقَافَةَ,문화,문화,وَالثَّقَافَةَ الْكُورِيَّةَ.,그리고 한국 (문화)를 (공부했다).,,,0,,1,sample_words
الثَّقَافَةِ,문화,문화,عَرَفَتْ كَثِيرًا عَنِ الثَّقَافَةِ الْعَرَبِيَّةِ.,그녀는 아랍 (문화)에 대해 많이 알았다.,,,0,,1,sample_words
الثَّلَّاجَةِ,냉장고,냉장고,بَقِيَ الطَّعَامُ فِي الثَّلَّاجَةِ.,음식이 (냉장고)에 남았다.,,,0,,1,sample_words
الثُّلْثُ,20분,20분,السَّاعَةُ السَّابِعَةُ وَالثُّلْثُ.,7시 (20분)입니다.,,,0,,1,sample_words
الدَّوَاءَ,약,약,وَصَفَ لِيَ الدَّوَاءَ.,그는 나에게 (약)을 처방했다.,,,0,,1,sample_words
الدُّرُوسُ,수업,수업,الدُّرُوسُ فِي الْكِتَابِ صَعْبَةٌ جِدًّا.,책에 있는 (수업)들은 매우 어렵다.,,,0,,1,sample_words
الدُّكْتُورَاه,박사,박사,وَأَخِيرًا حَصَلَ عَلَى شَهَادَةِ الدُّكْتُورَاه.,그리고 마침내 그는 (박사) 학위를 취득했다.,,,0,,1,sample_words
الدُّكْتُورُ,박사,박사,الدُّكْتُورُ مَايْكِل أُسْتَاذٌ أَمْرِيكِيٌّ.,(박사) 마이클은 미국인 교수이다.,,,0,,1,sample_words
الدُّوَلُ,국가,국가,بِعُنْوَان الدُّوَلُ الْعَرَبِيَّةُ وَكُورِيَا., '아랍 (국가)들과 한국'이라는 제목으로.,,,0,,1,sample_words
الدُّوَلِ,국가,국가,مَرَاحِلُ التَّعْلِيمِ فِي الدُّوَلِ الْعَرَبِيَّةِ عِبَارَةٌ عَنْ أَرْبَعِ مَرَاحِلَ.,아랍 (국가)들의 교육 단계는 4단계로 구성된다.,,,0,,1,sample_words
الذُّرْوَةِ,피크,피크,فِي وَقْتِ الذُّرْوَةِ.,(피크/절정) 타임에.,,,0,,1,sample_words
الذِّكْرَيَاتِ,추억,추억,تَتْرُكُ فِي قَلْبِهَا الذِّكْرَيَاتِ الْجَمِيلَةَ.,그것은 그녀의 마음속에 아름다운 (추억)들을 남긴다.,,,0,,1,sample_words
الرَّأْيِ,의견,의견,اخْتَلَفَ مُحَمَّدُ عَبْدُهُ فِي الرَّأْيِ عَنِ الْحُكُومَةِ.,무함마드 압두는 정부와 (의견)이 달랐다.,,,0,,1,sample_words
الرَّئِيسُ,대통령,대통령,سَيَزُورُ الرَّئِيسُ الْعَرَبِيُّ كُورِيَا قَرِيبًا.,아랍 (대통령)이 곧 한국을 방문할 것이다.,,,0,,1,sample_words
الرَّابِعَ عَشَرَ,14과,14과,دَرَسْتُ الدَّرْسَ الرَّابِعَ عَشَرَ أَمْسِ.,나는 어제 제(14과)를 공부했다.,,,0,,1,sample_words
الرَّابِعَةُ,4시,4시,السَّاعَةُ الرَّابِعَةُ وَخَمْسُ دَقَائِقَ.,(4시) 5분입니다.,,,0,,1,sample_words
الرَّجُلَانِ,남자,남자,هَذَانِ الرَّجُلَانِ مِنَ الْكُوَيْتِ.,이 두 (남자)는 쿠웨이트 출신이다.,,,0,,1,sample_words
الرُّبْعُ,15분,15분,السَّاعَةُ السَّادِسَةُ وَالرُّبْعُ.,6시 (15분)입니다.,,,0,,1,sample_words
الزَّائِرُ,방문,방문,سَيَصِلُ الْأُسْتَاذُ الزَّائِرُ غَدًا.,(방문) 교수가 내일 도착할 것이다.,,,0,,1,sample_words
الزَّائِرِ,방문객,방문객,تَكَلَّمْتُ مَعَ الزَّائِرِ.,나는 (방문객)과 이야기했다.,,,0,,1,sample_words
الزَّرْعَ,작물,작물,سَقَى الْفَلَّاحُ الزَّرْعَ.,농부는 (작물)에 물을 주었다.,,,0,,1,sample_words
الزُّجَاجُ,유리,유리,انْكَسَرَ الزُّجَاجُ.,(유리)가 깨졌다.,,,0,,1,sample_words
السُّيَّاحِ,관광객,관광객,وَيَزُورُهَا كَثِيرٌ مِنَ السُّيَّاحِ مِنْ جَمِيعِ أَنْحَاءِ الْعَالَمِ كُلَّ عَامٍ.,그리고 매년 전 세계 모든 곳에서 온 많은 (관광객)들이 그곳을 방문한다.,,,0,,1,sample_words
السِّيَاحِيَّةِ,관광,관광,زَارُوا بَعْضَ الْأَمَاكِنِ السِّيَاحِيَّةِ.,그들은 몇몇 (관광)지를 방문했다.,,,0,,1,sample_words
السِّيَاسِيَّ,정치적,정치적,أَتَنَاوَلُ فِي مَقَالَاتِي الْوَضْعَ السِّيَاسِيَّ.,나는 내 기사에서 (정치적) 상황을 다룹니다.,,,0,,1,sample_words
السَّابِعَةَ,7시,7시,آكُلُ الْفُطُورَ السَّاعَةَ السَّابِعَةَ.,나는 (7시)에 아침식사를 먹는다.,,,0,,1,sample_words
السَّادِسَةَ,6시,6시,أَرْجِعُ إِلَى الْبَيْتِ السَّاعَةَ السَّادِسَةَ مَسَاءً.,나는 저녁 (6시)에 집으로 돌아온다.,,,0,,1,sample_words
السَّاعَةُ,몇 시,몇 시,كَمِ السَّاعَةُ الْآنَ؟,지금 (몇 시)입니까?,,,0,,1,sample_words
السَّاكِنَ,거주자,거주자,قَابَلَ أَبِي السَّاكِنَ الْجَدِيدَ أَمْسِ.,내 아버지는 어제 새 (거주자)를 만났다.,,,0,,1,sample_words
السَّامِيَّةِ,셈어,셈어,إِلَى عَائِلَةِ اللُّغَاتِ السَّامِيَّةِ.,(셈어)족에.,,,0,,1,sample_words
السَّرِيرُ,침대,침대,السَّرِيرُ بَيْنَ الْكُرْسِيِّ وَالطَّاوِلَةِ,(침대)는 의자와 탁자 사이에 있다.,,,0,,1,sample_words
السَّفَرُ,여행,여행,السَّفَرُ غَيْرُ مُفِيدٍ.,여행은 유익하지 (않다).,,,0,,1,sample_words
السَّلَامُ,평화,평화,السَّلَامُ عَلَيْكُمْ.,당신에게 (평화)가 있기를 (안녕하세요).,,,0,,1,sample_words
السَّيَّارَةُ,자동차,자동차,السَّيَّارَةُ أَمَامَ الْبِنَاءِ,(자동차)는 건물 앞에 있다.,,,0,,1,sample_words
السُّرْيَانِيَّةَ,시리아어,시리아어,اَلَّتِي تَضُمُّ اللُّغَةَ الْعِبْرِيَّةَ وَالسُّرْيَانِيَّةَ.,그것은 히브리어와 (시리아어)를 포함한다.,,,0,,1,sample_words
السُّكَّر,설탕,설탕,وَالسُّكَّرُ وَالْكِيمْيَاءُ.,그리고 (설탕)과 화학.,,,0,,1,sample_words
السُّوقُ,시장,시장,اسْتَقَرَّتِ السُّوقُ الْمَالِيَّةُ.,금융 (시장)이 안정되었다.,,,0,,1,sample_words
