root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified,meaning_primary,meaning_secondary,nuance_kr,example_sentence,sentence_meaning,level
ب-د-أ,6,6형,تَفَاعَلَ,상호재귀,تَبَادَأَ,,Y,서로 시작하다,"서로 교환하다, 서로 먼저 하다","Form VI (تَفَاعَلَ) 동사로, 상호 행위를 나타냅니다. 즉, 주어들이 서로 영향을 주고받는 행위를 의미합니다. '시작하다'라는 기본 의미에서 서로 시작하거나, 서로 먼저 무엇을 하려고 경쟁하는 뉘앙스를 가질 수 있습니다.",تَبَادَأَ الصَّدِيقَانِ بِالْحَدِيثِ.,두 친구는 서로 이야기를 시작했다.,1
ب-د-أ,7,7형,اِنْفَعَلَ,수동형,اِنْبَدَأَ,,N,시작되다,"개시되다, 착수되다","7형은 주로 수동태나 자동태의 의미를 가지며, 시작이나 개시라는 행위가 주어에게 영향을 미치는 것을 나타냅니다. 즉, 어떤 것이 스스로 시작되는 뉘앙스를 내포합니다.",اِنْبَدَأَ الاجْتِمَاعُ فِي السَّاعَةِ الثَّامِنَةِ.,회의는 8시에 시작되었다.,1
ب-د-أ,8,8형,اِفْتَعَلَ,재귀/중간태,اِبْتَدَأَ,,Y,시작하다,"착수하다, 개시하다","Form VIII 동사로, 능동태이며, 주로 자발적인 행위의 시작을 나타냅니다. 종종 어떤 일을 진지하게 시작하거나 착수하는 의미를 내포합니다. 'فاعل'의 패턴을 가집니다 (예: مبتدئ - 시작하는 사람).",اِبْتَدَأَ الْمُدَرِّسُ الدَّرْسَ.,선생님은 수업을 시작했다.,1
ب-د-أ,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَبْدَأَ,,Y,새로 시작하다,"다시 시작하다, 처음부터 하다","제 10형(اِسْتَفْعَلَ)은 주로 '구하다', '찾다', 또는 '행동의 시작'을 나타내며, 'اِسْتَبْدَأَ'는 특히 어떤 일을 새로운 방식으로 혹은 처음부터 다시 시작함을 강조합니다. 과거의 경험이나 지식을 바탕으로 새롭게 시작함을 내포할 수 있습니다.",اِسْتَبْدَأَ الْمُدَرِّسُ الدَّرْسَ بِمُرَاجَعَةٍ سَرِيعَةٍ.,선생님은 빠른 복습으로 수업을 새로 시작했다.,1
ب-د-ل,1,1형,فَعَلَ,기본형,بَدَلَ,,Y,바꾸다,"대체하다, 교환하다","Form 1 동사이며, 일반적으로 무엇인가를 다른 것으로 바꾸거나 대체하는 기본적인 의미를 나타냅니다. 직접적인 교환이나 대체 행위를 묘사할 때 사용됩니다.",بَدَّلْتُ كِتَابِي بِكِتَابِكَ.‎,나는 내 책을 네 책과 바꿨다.,1
ب-د-ل,2,2형,فَعَّلَ,사동/강조,بَدَّلَ,,Y,바꾸다,"교환하다, 대체하다","Form 2는 기본 의미에 강조, 방향성, 또는 사동의 의미를 더하는 경우가 많습니다. 이 경우 '바꾸다'라는 의미에 '완전히 바꾸다' 또는 '바꾸게 하다'와 같은 뉘앙스를 포함할 수 있습니다. 두 대상 간의 교환 또는 대체에 사용될 수 있습니다.",بَدَّلْتُ كِتَابِي بِكِتَابِهِ. ,나는 내 책을 그의 책으로 바꿨다.,1
ب-د-ل,3,3형,فَاعَلَ,상호동작,بَادَلَ,,Y,교환하다,"주고받다, 맞바꾸다","3형 동사는 주로 두 대상 간의 상호 작용 또는 교환을 나타냅니다. 즉, '바달라'는 단순히 바꾸는 것이 아니라 '서로' 바꾸는 행위를 의미합니다.",تَبَادَلَ الصَّدِيقَانِ الْهَدَايَا. ,두 친구는 선물을 교환했다.,1
ب-د-ل,4,4형,أَفْعَلَ,사역형,أَبْدَلَ,,Y,대체하다,"바꾸다, 교환하다","제4형 동사로, 능동태로 쓰여 대상을 다른 것으로 바꾸거나 대체하는 행위를 나타낸다. 목적어가 필수적이며, '～을 ～으로 대체하다'의 구조를 가진다.",أَبْدَلْتُ الْقَمِيصَ بِالْفُسْتَانِ.,나는 셔츠를 드레스로 대체했다.,1
ب-د-ل,5,5형,تَفَعَّلَ,재귀(2형),تَبَدَّلَ,,Y,변하다,"교환되다, 대체되다","Form 5는 주로 재귀적인 의미나 변화를 나타냅니다. 따라서 'تبدل'는 스스로 변하거나, 어떤 것이 변하게 되는 상황을 묘사할 때 사용됩니다. 수동적인 의미도 내포할 수 있습니다.",تَبَدَّلَ الطَّقْسُ فَجْأَةً.‎,날씨가 갑자기 변했다.,1
ب-د-ل,6,6형,تَفَاعَلَ,상호재귀,تَبَادَلَ,,Y,교환하다,"나누다, 주고받다","6형 동사는 상호성을 나타내므로, 두 주체 간의 행위 교환을 의미합니다. 자동사 또는 타동사로 사용될 수 있습니다. 재귀적인 의미도 내포할 수 있습니다.",تَبَادَلَ الصَّدِيقَانِ الْهَدَايَا.,두 친구는 선물을 교환했다.,1
ب-د-ل,7,7형,اِنْفَعَلَ,수동형,اِنْبَدَلَ,,N,변하다,"교체되다, 대체되다","Form VII 동사는 주로 수동태 또는 자동태의 의미를 가지며, 행위자가 명확하지 않거나 행위 자체가 강조될 때 사용됩니다. 'اِنْبَدَلَ'는 '변화되다', '교체되다'와 같이 변화의 결과에 초점을 맞춥니다.",اِنْبَدَلَ الطَّقْسُ فَجْأَةً.,날씨가 갑자기 변했다.,1
ب-د-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِبْتَدَلَ,,N,교환하다,"대체하다, 바꾸다","Form VIII 동사로, 상호 교환 또는 변화의 의미를 내포합니다. 스스로 어떤 것을 바꾸거나 다른 것과 교환하는 행위를 나타냅니다. 좀 더 능동적인 의미를 가집니다.",اِبْتَدَلَ التَّاجِرُ سِلْعَتَهُ بِغَيْرِهَا. (ibtadala at-taajiru sil'atahu bighairiha.),상인은 그의 상품을 다른 것으로 교환했다.,1
ب-د-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَبْدَلَ,,Y,교체하다,"대체하다, 바꾸다","10형 동사로, 기본 의미인 '바꾸다'에 추가적인 의미(강조, 요구 등)가 더해짐. 어떤 것을 다른 것으로 '구하다, 찾다'의 의미도 내포할 수 있음.",اِسْتَبْدَلَ الْمُدِيرُ الْمُوَظَّفَ الْكَسْلاَنَ بِمُوَظَّفٍ نَشِيطٍ.,사장은 게으른 직원을 활발한 직원으로 교체했다.,1
ب-ذ-ل,1,1형,فَعَلَ,기본형,بَذَلَ,,Y,쏟다,"바치다, 노력하다, 주다","어떤 것을 아낌없이 내놓거나 헌신하는 행위를 나타냄. 노력, 시간, 돈, 재능 등을 쏟아붓는 상황에 사용될 수 있음.",بَذَلَ جُهْدًا كَبِيرًا لِلنَّجَاحِ.,그는 성공을 위해 엄청난 노력을 쏟았다.,1
ب-ذ-ل,2,2형,فَعَّلَ,사동/강조,بَذَّلَ,,Y,쏟다,"기꺼이 주다, 낭비하다","타동사이며, 주로 무엇을 아낌없이 주거나 쏟아붓는 행위를 나타낸다. 때로는 낭비의 의미를 내포하기도 한다. 2형 동사는 기본 의미를 강조하거나 강하게 만든다.",بَذَّلَ جُهُودًا كَبِيرَةً لِلنَّجَاحِ.,그는 성공을 위해 엄청난 노력을 쏟았다.,1
ب-ذ-ل,3,3형,فَاعَلَ,상호동작,بَاذَلَ,,Y,기꺼이 주다,"교환하다, 공유하다, 아끼지 않다","Form 3 동사는 상호성을 나타내며, '바자라'는 단순히 주는 행위가 아닌, 상대방과 주고받는 맥락에서 사용됨. 즉, 호의, 노력, 시간 등을 아끼지 않고 서로 나누는 행위를 의미함.",بَاذَلَهُ النَّصِيحَةَ.,그는 그에게 아낌없이 조언을 해주었다.,1
ب-ذ-ل,4,4형,أَفْعَلَ,사역형,أَبْذَلَ,,Y,쏟다,"베풀다, 힘쓰다","Form 4 동사로, 기본적으로 자동사(b-dh-l)의 사동형으로 사용됩니다. 어떤 노력을 쏟거나, 무언가를 아낌없이 주거나, 베푸는 행위를 나타냅니다.",أَبْذَلُ جُهْدِي لِلنَّجَاحِ.,나는 성공을 위해 최선을 다한다.,1
ب-ذ-ل,5,5형,تَفَعَّلَ,재귀(2형),تَبَذَّلَ,,Y,해이해지다,"격식을 차리지 않다, 낡아지다","Form V는 종종 재귀적 의미를 가지며, 여기서는 주체가 스스로를 격식 없이 만들거나, 옷이나 외모 등이 낡아지는 것을 의미합니다. 본질적으로 '자신을 평범하게 만들다'라는 의미를 내포합니다.",تَبَذَّلَ ثَوْبُهُ القَدِيمُ.,그의 낡은 옷이 해이해졌다/낡아졌다.,1
ب-ذ-ل,6,6형,تَفَاعَلَ,상호재귀,تَبَاذَلَ,,N,교환하다,"주고받다, 나누다","6형 동사(تَفَاعَلَ)로, 상호성을 나타냅니다. 즉, 두 명 이상의 주체가 서로에게 영향을 미치는 행위를 나타냅니다. 'بَذَلَ' (주다, 바치다)에서 파생되어 서로 주고받는 행위를 강조합니다.",تَبَاذَلَ الصَّدِيقَانِ الهَدَايَا.,두 친구는 선물을 교환했다.,1
ب-ذ-ل,7,7형,اِنْفَعَلَ,수동형,اِنْبَذَلَ,,N,쏟아지다,"넘쳐흐르다, 아낌없이 주다","제7형은 주로 자동태로, 어떤 것이 쏟아져 나오거나 넘쳐 흐르는 행위를 나타냅니다. 또한, (능동형으로) 무언가를 아낌없이 내주는 행위를 나타낼 수도 있습니다.",اِنْبَذَلَ الْجُهْدُ لِحَلِّ الْمُشْكِلَةِ.,문제를 해결하기 위해 노력이 아낌없이 쏟아졌다.,1
ب-ذ-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِبْتَذَلَ,,Y,경멸하다,"저속하게 만들다, 낭비하다","Form VIII 동사는 주로 재귀적인 의미나, 대상에 영향을 미치는 의미를 가진다. 이 경우, '자신을 낮추다' 혹은 '가치를 떨어뜨리다'의 의미로 해석될 수 있으며, 때로는 대상을 낮추거나 가치를 폄하하는 행위를 나타낸다.",اِبْتَذَلَ الْكَاتِبُ لُغَتَهُ بِاسْتِخْدَامِ أَلْفَاظٍ مُبْتَذَلَةٍ.,작가는 저속한 단어를 사용하여 자신의 언어를 경멸했다.,1
ب-ذ-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَبْذَلَ,,N,경멸하다,"싸게 보다, 천하게 여기다","Form X 동사로, '보다'라는 의미에 강한 감정적 뉘앙스(경멸)가 더해짐. 대상의 가치를 매우 낮게 평가하며 멸시하는 느낌을 나타냄.",اِسْتَبْذَلَ الرَّجُلُ عَمَلَ صَاحِبِهِ,그 남자는 그의 동료의 일을 경멸했다.,1
ب-ر-ج,1,1형,فَعَلَ,기본형,بَرَجَ,,Y,나타나다,"드러내다, 밝히다, 과시하다","문맥에 따라 '나타나다' 외에 '드러내다', '밝히다', '과시하다' 등으로 번역될 수 있으며, 주로 긍정적인 의미로 사용되는 경우가 많습니다. 어떤 것이 두드러지게 보이는 상황을 묘사할 때 사용됩니다.",بَرَجَ الْقَمَرُ فِي السَّمَاءِ.,달이 하늘에 나타났다.,1
ب-ر-ج,2,2형,فَعَّلَ,사동/강조,بَرَّجَ,,Y,화려하게 꾸미다,없음,"주로 여성이나 건물을 아름답게 꾸미거나 장식하는 것을 의미하며, 과장되거나 화려한 느낌을 내포할 수 있습니다. 2형 동사는 기본 의미를 강조하거나 타동성을 부여하는 경향이 있습니다.",بَرَّجَتِ الْمَرْأَةُ وَجْهَهَا بِالْمُكَيَّاجِ.,여자는 화장으로 얼굴을 화려하게 꾸몄다.,1
ب-ر-ج,3,3형,فَاعَلَ,상호동작,بَارَجَ,,Y,겨루다,"논쟁하다, 경쟁하다","Form 3 동사로, 두 사람 또는 두 그룹 사이의 상호 작용을 나타내며, '서로 겨루다' 또는 '경쟁적으로 논쟁하다'와 같은 의미를 내포합니다. 주로 목적어를 필요로 합니다.",تَبَارَجَ الْفَرِيقَانِ فِي الْمَلْعَبِ.‎,두 팀이 경기장에서 서로 겨루었다.,1
ب-ر-ج,4,4형,أَفْعَلَ,사역형,أَبْرَجَ,,N,드러내다,"과시하다, 장식하다, 강화하다 (없음)","Form IV 동사는 대개 사동의 의미를 나타내며, 'ب ر ج'의 기본 의미(탑, 망루)에서 파생되어 무언가를 눈에 띄게 드러내거나, 장식하여 돋보이게 하는 의미를 가진다.",أَبْرَجَ الْمَلِكُ قُصُورَهُ بِالذَّهَبِ.,왕은 그의 궁궐을 금으로 장식하여 드러냈다.,1
ب-ر-ج,5,5형,تَفَعَّلَ,재귀(2형),تَبَرَّجَ,,Y,요염하게 꾸미다,"자신을 드러내다, 과시하다","5형 동사로, 주로 여성이 남성을 유혹하기 위해 과장되게 치장하는 것을 의미합니다. 단순한 꾸밈을 넘어, 주목을 끌고 유혹하려는 의도가 내포되어 있습니다. 때로는 부정적인 의미로 사용될 수 있습니다.",تَبَرَّجَتِ الْمَرْأَةُ لِتَلْفِتَ الْأَنْظَارَ.,여자는 시선을 끌기 위해 요염하게 꾸몄다.,1
ب-ر-ج,6,6형,تَفَاعَلَ,상호재귀,تَبَارَجَ,,N,과시하다,"치장하다, 드러내다","Form 6 동사는 상호성 또는 자발성을 나타냅니다. 'تَبَارَجَ'는 주로 아름다움을 과시하거나 드러내는 행위를 나타내며, 자기 자신을 치장하여 다른 사람에게 잘 보이려고 하는 의미를 내포합니다.",تَبَارَجَتِ الْمَرْأَةُ فِي الْحَفْلَةِ.,여자는 파티에서 자신을 과시했다.,1
ب-ر-ج,7,7형,اِنْفَعَلَ,수동형,اِنْبَرَجَ,,N,드러나다,"나타나다, 밝아지다 (특히 상황이나 진실이)","7형은 수동태적 의미를 가지며, 주로 어떤 것이 갑자기, 혹은 점진적으로 드러나거나 밝혀지는 상황을 묘사할 때 사용됨. 자동사로 사용.",اِنْبَرَجَ الصُّبْحُ.,새벽이 밝아왔다.,1
ب-ر-ج,8,8형,اِفْتَعَلَ,재귀/중간태,اِبْتَرَجَ,,N,화려하게 꾸미다,없음,"제8형 동사이며, 주로 자기 자신을 꾸미거나 화려하게 보이도록 만드는 행위를 나타냅니다. 과시적인 뉘앙스를 가질 수 있습니다.",اِبْتَرَجَتِ الْمَرْأَةُ لِلْحَفْلِ.,여자는 파티를 위해 화려하게 꾸몄다.,1
ب-ر-ج,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَبْرَجَ,,N,화려하게 꾸미다,없음,"Form 10은 'طلب' (요구하다, 찾다)의 의미를 내포하며, 이 동사는 화려하게 꾸미는 것을 '찾는', 즉 의도적으로 과장되게 꾸미는 행위를 나타냅니다. 주로 여성의 과도한 치장에 사용됩니다.",اِسْتَبْرَجَتِ الْمَرْأَةُ لِلْحَفْلَةِ.‎,여자는 파티를 위해 화려하게 꾸몄다.,1
ب-ض-ت,1,1형,فَعَلَ,기본형,بَضَتَ,,Y,찔끔 흘리다,없음,"액체가 아주 조금씩 스며 나오거나 방울져 떨어지는 것을 나타냄. 주로 물, 땀, 피 등에 사용.",بَضَّتْ عَيْنُهُ دَمْعًا.,그의 눈에서 눈물이 찔끔 나왔다.,1
ب-ض-ت,2,2형,فَعَّلَ,사동/강조,بَضَّتَ,,Y,약화시키다,없음,"2형 동사로, 기본적으로 'ضعف' (약화시키다)와 유사한 의미를 지닙니다.  강조 또는 사동의 의미를 내포할 수 있습니다.",بَضَّتِ الْحَرْبُ قُدْرَةَ الْبِلَادِ.,전쟁은 국가의 역량을 약화시켰다.,1
ب-ض-ت,3,3형,فَاعَلَ,상호동작,بَاضَتَ,,Y,경쟁하다,없음,"Form 3은 주로 쌍방향적인 의미를 가지며, 여기서는 경쟁, 겨루다 등의 뜻을 나타낸다. 원형인 بَضَّ (baḍḍa)와 의미가 관련되어 있지만, 상호 작용의 의미가 강조된다.",بَاضَتَ الْفَرَسَانِ فِي السِّبَاقِ.,두 기수는 경주에서 경쟁했다.,1
ب-ض-ت,4,4형,أَفْعَلَ,사역형,أَبْضَتَ,,N,서두르다,"재촉하다, 독촉하다",주로 어떤 일을 빠르게 진행하도록 만드는 행위를 나타냅니다. 4형 동사이므로 사동의 의미를 내포합니다.,أَبْضَتْهُ عَلَى الْعَمَلِ.,그녀는 그를 일하도록 서둘렀다.,1
ب-ض-ت,5,5형,تَفَعَّلَ,재귀(2형),تَبَضَّتَ,,N,상품을 구매하다,없음,"5형 동사로, 주로 시장 등에서 상품을 구매하는 행위를 나타냅니다. 자발적인 행위를 내포합니다.",تَبَضَّتِ المَرْأَةُ الخُضَرَ مِنَ السُّوقِ.,여자는 시장에서 야채를 샀다.,1
ب-ض-ت,6,6형,تَفَاعَلَ,상호재귀,تَبَاضَتَ,,N,서로 하얗게 하다,없음,6형 동사는 주로 상호적인 의미를 나타냅니다. 따라서 'تَبَاضَتَ'는 '서로 하얗게 하다' 혹은 '하얗게 되는 시늉을 하다'와 같이 상호 작용이나 가장(假裝)을 나타낼 수 있습니다. 이 동사의 사용은 드물 수 있습니다.,تَبَاضَتِ الْمَدِينَتَانِ بِالثُّلُوجِ.,두 도시는 눈으로 서로 하얗게 되었다.,1
